batch_id,temp_c,pressure_bar,cycle_time_s,motor_speed_rpm,material_density,hardness_hrc,feedstock_purity,grid_carbon_intensity,ambient_temp_c,tool_wear_index,yield_pct,quality_score,energy_kwh,carbon_kg
BATCH_00204,73.43,9.91,155.76,3360.2,2.791,56.25,0.9947,82.28,25.6,0.1128,99.8,96.29,28.956,2.383
BATCH_00205,53.98,10.59,182.76,2451.4,2.831,52.94,0.998,435.73,19.32,0.1337,99.8,96.54,24.364,10.616
BATCH_00206,57.5,13.44,164.34,3274.6,2.7369,58.8,0.9235,97.04,28.13,0.1193,99.8,96.12,30.082,2.919
BATCH_00207,69.12,15.47,192.35,2680.2,2.7476,47.65,0.9319,359.21,26.04,0.2259,99.39,95.44,30.456,10.94
BATCH_00208,69.11,13.21,108.63,2838.8,2.8355,58.43,0.9535,395.06,17.56,0.1218,99.6,96.59,25.294,9.993
BATCH_00209,69.12,11.87,158.58,2781.0,2.7542,46.09,0.9347,128.16,23.85,0.1613,99.8,95.81,27.208,3.487
BATCH_00210,95.0,12.5,151.85,2602.1,2.7475,48.3,0.9487,529.81,25.54,0.1499,92.07,85.21,25.243,13.374
BATCH_00211,69.57,10.0,173.59,3095.2,2.7657,56.15,0.9302,470.16,21.64,0.1587,99.8,97.04,26.377,12.402
BATCH_00212,74.08,13.71,166.55,2837.8,2.7878,59.53,0.9561,125.28,18.08,0.1622,99.8,96.35,28.003,3.508
BATCH_00213,72.63,14.26,199.95,2657.0,2.6714,49.3,0.9415,406.13,25.11,0.1807,99.8,95.88,29.586,12.016
BATCH_00214,70.21,11.6,133.52,2408.6,2.8142,50.56,0.9478,81.39,32.84,0.1566,99.8,94.43,23.135,1.883
BATCH_00215,62.48,11.56,181.14,2531.9,2.7371,54.13,0.9275,133.0,22.45,0.1553,99.8,95.26,26.582,3.535
BATCH_00216,71.07,13.03,193.96,2307.6,2.6645,48.6,0.9538,119.71,30.28,0.1491,99.8,98.02,27.112,3.246
BATCH_00217,58.82,11.63,226.42,2803.7,2.8072,58.79,0.9977,526.48,20.99,0.1417,99.8,94.49,28.929,15.231
BATCH_00218,63.11,12.37,167.96,2441.0,2.7254,58.15,0.946,107.91,24.86,0.1112,99.8,95.75,25.797,2.784
BATCH_00219,61.12,16.7,188.11,2720.3,2.6701,47.47,0.9892,517.33,27.09,0.1457,99.8,95.98,29.927,15.482
BATCH_00220,65.65,12.01,134.9,3211.0,2.7768,52.89,0.9866,123.51,23.97,0.1582,99.8,96.32,26.461,3.268
BATCH_00221,83.52,11.78,120.2,3159.8,2.826,58.17,0.9952,391.37,22.81,0.1651,97.54,90.41,26.637,10.425
BATCH_00222,50.06,11.2,201.12,2790.3,2.8276,50.73,0.9824,465.99,26.9,0.1567,99.8,96.17,27.59,12.857
BATCH_00223,70.49,13.99,179.86,2773.9,2.8415,55.76,0.9721,107.31,31.57,0.1406,99.8,94.31,28.098,3.015
BATCH_00224,52.1,12.14,209.46,3364.0,2.8235,45.85,0.9877,476.41,25.2,0.1481,99.8,96.1,31.423,14.97
BATCH_00225,61.22,11.2,145.66,2956.2,2.6504,55.35,0.926,526.52,21.94,0.1287,99.8,95.35,27.018,14.226
BATCH_00226,73.71,15.14,193.0,2701.7,2.726,47.6,0.9566,381.98,23.24,0.1638,99.8,95.13,29.752,11.365
BATCH_00227,65.51,15.34,226.72,2372.2,2.8137,59.12,0.9982,96.12,34.08,0.1429,99.8,96.83,30.357,2.918
BATCH_00228,56.38,11.3,190.49,2918.2,2.7233,51.04,0.9808,410.65,24.54,0.1594,99.8,95.76,28.022,11.507
BATCH_00229,59.28,8.77,186.91,3048.8,2.7703,49.79,0.996,498.51,21.62,0.1927,99.8,96.47,27.406,13.662
BATCH_00230,70.44,14.52,180.21,2610.5,2.7713,59.3,0.9816,438.63,19.42,0.1247,99.8,96.51,27.966,12.267
BATCH_00231,59.16,11.13,140.73,2887.4,2.723,45.85,0.9891,157.31,16.7,0.1774,99.8,97.27,25.91,4.076
BATCH_00232,66.73,14.08,213.89,2690.9,2.8309,51.74,0.9758,113.66,25.45,0.1553,99.8,94.79,29.741,3.38
BATCH_00233,65.36,8.56,164.73,2744.8,2.7506,51.29,0.9801,394.95,26.62,0.2353,99.8,96.92,26.382,10.42
BATCH_00234,59.79,14.29,192.61,2053.7,2.743,49.84,0.9613,461.82,22.41,0.1463,99.8,96.02,26.116,12.061
BATCH_00235,82.15,10.08,140.92,2733.5,2.8495,60.5,0.993,425.23,23.94,0.1832,98.11,92.19,23.18,9.857
BATCH_00236,70.07,13.96,150.51,3090.8,2.7487,57.77,0.9852,495.38,19.32,0.1564,99.8,94.85,30.546,15.132
BATCH_00237,48.8,12.53,215.88,2610.6,2.6857,46.09,0.9867,488.8,24.53,0.1007,99.58,96.61,28.311,13.838
BATCH_00238,66.49,10.59,171.32,2815.8,2.7526,57.15,0.9732,72.21,25.93,0.1359,99.8,95.08,27.412,1.979
BATCH_00239,59.71,11.69,216.33,2573.2,2.8128,53.96,0.9441,114.49,21.86,0.1924,99.8,96.52,29.716,3.402
BATCH_00240,71.82,13.87,178.04,2908.1,2.8054,60.31,0.9228,86.09,30.76,0.1403,99.8,97.93,29.602,2.548
BATCH_00241,58.66,12.71,133.95,2735.0,2.8077,50.32,0.9939,523.0,20.65,0.0692,99.8,96.98,24.709,12.923
BATCH_00242,64.08,13.67,202.3,2518.2,2.7916,54.76,0.9663,90.32,25.13,0.1572,99.8,97.39,28.729,2.595
BATCH_00243,69.04,16.45,165.25,3199.8,2.7008,53.51,0.9436,107.8,27.39,0.1153,99.8,95.28,29.566,3.187
BATCH_00244,71.93,9.37,197.47,3078.7,2.8224,53.32,0.9318,124.56,23.69,0.1647,99.8,96.76,29.849,3.718
BATCH_00245,55.4,15.73,180.63,2618.5,2.8287,52.75,0.9855,114.69,23.25,0.2219,99.8,94.86,28.658,3.287
BATCH_00246,62.32,12.71,141.42,2949.3,2.6888,48.5,0.9861,570.43,18.28,0.1911,99.8,95.77,26.685,15.222
BATCH_00247,61.2,10.7,184.11,2961.2,2.6761,57.85,0.9843,525.5,29.43,0.2222,99.8,97.74,28.282,14.862
BATCH_00248,59.77,9.84,234.91,2992.7,2.8451,52.67,0.971,91.05,23.32,0.1387,99.8,95.39,29.78,2.711
BATCH_00249,79.12,12.12,192.32,2291.7,2.8237,61.29,0.9489,462.81,26.15,0.1559,99.15,95.13,25.736,11.911
BATCH_00250,68.24,14.34,178.56,3102.0,2.8286,49.43,0.944,484.78,26.69,0.1203,99.8,97.02,30.883,14.972
BATCH_00251,54.91,12.24,206.88,2629.1,2.8273,56.61,0.9207,439.32,21.49,0.1352,99.8,97.07,29.03,12.754
BATCH_00252,72.34,15.52,185.27,2692.7,2.7583,60.99,0.9859,499.73,23.21,0.1259,99.8,94.73,29.389,14.686
BATCH_00253,81.98,9.6,185.24,3591.4,2.7793,56.28,0.9269,95.41,29.34,0.1112,97.69,93.18,29.149,2.781
BATCH_00254,73.26,12.48,152.71,2890.6,2.7591,59.81,0.9698,345.56,19.53,0.2185,99.8,95.84,28.123,9.718
BATCH_00255,52.85,10.0,185.85,2684.1,2.6602,59.07,0.9598,424.42,32.51,0.0807,99.8,97.09,25.512,10.828
BATCH_00256,61.13,13.23,205.89,2138.4,2.7991,51.12,0.9616,108.1,21.02,0.2196,99.8,94.34,28.586,3.09
BATCH_00257,75.14,14.27,159.1,3216.9,2.7511,55.2,0.9932,96.38,19.28,0.2151,99.8,96.3,29.922,2.884
BATCH_00258,59.34,11.66,215.61,2396.4,2.7795,47.66,0.9225,124.13,24.53,0.1857,99.8,96.23,28.775,3.572
BATCH_00259,68.55,7.29,177.71,2499.0,2.7505,54.1,0.9811,396.87,32.83,0.1216,99.8,94.01,23.469,9.314
BATCH_00260,71.2,12.9,157.81,2700.6,2.7484,48.92,0.9241,103.49,16.36,0.1033,99.8,95.11,26.3,2.722
BATCH_00261,57.58,13.37,204.94,3224.9,2.6844,57.64,0.923,150.56,23.44,0.1451,99.46,94.17,32.203,4.848
BATCH_00262,64.52,13.31,172.83,3032.0,2.7057,53.98,0.954,121.55,25.91,0.1925,99.8,95.27,30.874,3.753
BATCH_00263,40.0,14.97,198.99,2752.6,2.6818,51.99,0.925,442.44,24.13,0.1681,99.8,96.55,31.286,13.842
BATCH_00264,56.8,10.36,172.71,2892.5,2.6891,49.57,0.9823,75.08,25.53,0.1267,99.8,96.2,27.255,2.046
BATCH_00265,62.98,13.86,178.5,2619.9,2.8446,61.98,0.9618,124.05,21.13,0.2148,99.8,96.17,28.665,3.556
BATCH_00266,55.02,14.89,192.34,2841.9,2.6806,46.22,0.9223,141.56,21.6,0.2367,99.8,94.96,30.056,4.255
BATCH_00267,78.06,8.94,187.27,2822.0,2.7039,45.74,0.9232,455.55,23.41,0.1607,99.46,95.65,26.702,12.164
BATCH_00268,53.56,13.14,130.11,3090.6,2.7681,48.69,0.9684,429.13,19.48,0.1746,99.8,95.98,26.28,11.278
BATCH_00269,61.48,11.49,151.97,3090.2,2.772,61.51,0.9837,153.26,23.82,0.1103,99.8,96.03,27.106,4.154
BATCH_00270,66.05,12.34,203.24,2948.2,2.6808,61.65,0.9546,167.2,22.45,0.1545,99.8,96.94,29.891,4.998
BATCH_00271,76.53,13.2,176.7,2691.3,2.8087,56.13,0.9638,435.91,22.12,0.192,99.8,94.27,26.317,11.472
BATCH_00272,53.51,11.53,166.91,3022.5,2.807,59.96,0.9832,132.67,25.28,0.1862,99.8,96.23,27.824,3.691
BATCH_00273,74.31,11.15,146.04,2772.4,2.6975,48.64,0.9682,66.67,16.72,0.1522,99.8,96.42,25.658,1.711
BATCH_00274,65.08,12.57,153.01,2475.4,2.7077,61.52,0.9378,172.49,23.08,0.1619,99.8,95.45,25.241,4.354
BATCH_00275,57.15,10.33,129.46,2679.0,2.8376,47.43,0.9684,105.61,33.27,0.1555,99.8,96.65,23.993,2.534
BATCH_00276,68.7,10.33,177.47,2825.4,2.8151,46.72,0.9696,486.25,19.66,0.1627,99.8,96.48,25.667,12.481
BATCH_00277,66.59,13.86,165.04,3073.1,2.7896,46.91,0.978,113.62,29.14,0.1912,99.8,95.9,28.558,3.245
BATCH_00278,60.2,10.2,155.84,2744.9,2.6664,54.74,0.969,157.79,24.22,0.096,99.8,95.87,25.665,4.05
BATCH_00279,65.56,13.83,178.3,2437.2,2.7337,58.28,0.9966,175.2,21.59,0.1722,99.75,96.52,27.161,4.759
BATCH_00280,61.92,13.43,189.1,2817.0,2.7619,51.23,0.9356,444.14,18.72,0.1896,98.62,96.79,29.388,13.052
BATCH_00281,65.91,9.05,232.33,2834.0,2.6875,61.62,0.9951,144.95,24.56,0.1532,99.8,96.06,28.337,4.108
BATCH_00282,70.3,11.14,142.2,2855.8,2.7396,52.39,0.9625,467.19,29.81,0.1573,99.8,97.12,25.515,11.921
BATCH_00283,77.69,14.89,208.98,3076.0,2.7702,47.56,0.9731,537.86,22.44,0.1589,99.58,95.37,29.885,16.074
BATCH_00284,55.1,10.54,204.33,3105.7,2.7155,52.92,0.9279,156.92,23.68,0.1583,99.7,94.21,29.965,4.702
BATCH_00285,82.06,11.57,160.52,2621.7,2.8062,56.54,0.9501,104.45,28.04,0.1781,97.54,91.2,27.288,2.85
BATCH_00286,49.38,13.42,185.08,2615.2,2.8181,59.15,0.9808,158.39,25.36,0.1835,99.8,97.18,27.215,4.311
BATCH_00287,63.79,14.07,168.56,2487.9,2.7147,52.8,0.9758,465.79,17.71,0.0947,99.8,95.75,25.746,11.992
BATCH_00288,69.71,12.0,184.64,3009.6,2.8177,55.09,0.9232,135.35,24.4,0.2053,99.8,96.16,29.356,3.973
BATCH_00289,67.25,11.3,217.73,3234.6,2.6707,49.54,0.9632,432.17,30.05,0.1681,99.8,97.14,32.126,13.884
BATCH_00290,60.02,15.34,195.14,2705.5,2.8175,55.98,0.927,175.81,23.85,0.2574,99.8,95.99,30.434,5.351
BATCH_00291,63.34,15.98,192.72,2727.6,2.6806,61.76,0.9987,519.89,13.03,0.1329,99.8,96.04,28.948,15.05
BATCH_00292,61.06,14.46,169.24,3240.0,2.6666,45.83,0.9909,99.78,25.55,0.1463,99.8,95.13,29.917,2.985
BATCH_00293,60.29,12.67,142.9,2951.7,2.7784,60.07,0.9217,73.39,23.21,0.1733,99.8,96.37,26.012,1.909
BATCH_00294,71.8,10.88,174.79,2930.9,2.7444,54.56,0.9878,395.41,16.68,0.1984,99.8,96.59,27.022,10.685
BATCH_00295,67.86,10.84,210.17,2442.7,2.8316,49.29,0.9926,395.03,17.28,0.1043,99.8,95.42,26.495,10.466
BATCH_00296,59.46,13.55,141.82,3003.6,2.7226,61.23,0.9479,148.38,27.9,0.1497,99.8,95.08,26.559,3.941
BATCH_00297,72.2,13.34,153.62,2521.3,2.7074,53.22,0.9768,101.47,21.07,0.2069,99.8,98.63,25.602,2.598
BATCH_00298,67.46,15.3,183.16,2459.8,2.7501,50.64,0.9549,158.46,20.37,0.1458,99.8,95.91,28.166,4.463
BATCH_00299,71.5,13.8,155.38,2696.0,2.7412,48.09,0.9718,102.5,23.86,0.239,99.79,95.32,27.639,2.833
BATCH_00300,70.04,9.49,160.19,2624.3,2.7189,49.16,0.9469,472.51,21.42,0.1665,99.8,96.71,23.513,11.11
BATCH_00301,58.37,14.6,169.41,2733.5,2.7887,59.16,0.9455,509.91,24.4,0.1491,99.8,95.95,28.48,14.522
BATCH_00302,60.52,10.5,145.86,2367.7,2.8019,55.44,0.9535,432.54,23.19,0.2099,99.8,94.91,23.425,10.132
BATCH_00303,70.98,11.73,155.65,3087.6,2.8206,60.53,0.9315,490.97,19.2,0.2503,99.8,96.48,28.593,14.038
BATCH_00304,69.88,13.0,197.59,3138.3,2.8446,48.94,0.9857,118.72,21.96,0.2031,99.69,95.15,31.31,3.717
BATCH_00305,64.83,16.49,147.32,2215.8,2.7033,47.06,0.9475,549.25,25.77,0.2373,99.8,97.58,26.131,14.352
BATCH_00306,65.94,18.72,140.05,3093.5,2.7932,45.1,0.9516,112.72,24.17,0.2544,99.73,96.49,31.506,3.551
BATCH_00307,75.22,13.71,164.25,2556.8,2.7289,53.63,0.9906,103.37,23.67,0.1509,99.65,95.62,26.065,2.694
BATCH_00308,60.27,12.13,198.3,3057.1,2.7854,61.97,0.9592,105.41,31.75,0.2258,99.8,96.11,31.141,3.283
BATCH_00309,69.38,13.57,175.08,2779.5,2.7452,56.81,0.963,171.12,26.92,0.1277,99.8,96.9,27.299,4.672
BATCH_00310,63.38,14.28,168.39,2808.6,2.8488,50.24,0.9956,474.71,27.41,0.2061,99.8,96.19,28.889,13.714
BATCH_00311,63.26,11.86,181.11,2744.5,2.7958,59.91,0.9901,70.41,23.34,0.1867,99.8,98.12,27.422,1.931
BATCH_00312,73.79,16.09,136.36,3163.6,2.8405,58.29,0.9334,410.93,24.88,0.2397,99.8,97.14,28.799,11.834
BATCH_00313,71.6,12.96,192.37,2428.1,2.817,45.26,0.9574,532.6,22.28,0.2374,99.56,96.49,28.507,15.183
BATCH_00314,71.51,13.5,189.59,2982.4,2.8306,58.89,0.9967,166.13,27.11,0.2137,99.8,95.06,29.504,4.902
BATCH_00315,75.44,13.83,169.77,3130.4,2.8129,50.11,0.9494,521.15,23.56,0.2033,99.8,95.64,28.348,14.774
BATCH_00316,65.17,13.34,205.15,3014.9,2.7418,47.54,0.9494,96.96,24.89,0.2122,99.79,96.48,28.507,2.764
BATCH_00317,70.46,14.18,151.81,3497.4,2.7004,48.85,0.9354,180.46,24.64,0.1947,99.8,95.18,29.708,5.361
BATCH_00318,62.52,11.27,208.2,2641.3,2.7241,52.97,0.929,119.22,23.93,0.1903,99.78,97.29,29.321,3.496
BATCH_00319,67.59,11.38,183.86,3087.2,2.654,52.22,0.9785,510.76,35.75,0.2509,99.8,95.03,30.25,15.45
BATCH_00320,63.96,10.3,171.59,2768.2,2.7548,49.91,0.9808,91.12,21.33,0.2561,99.8,95.36,26.235,2.391
BATCH_00321,65.78,13.38,179.5,3170.0,2.751,47.93,0.9966,468.69,21.3,0.1884,99.8,95.44,29.716,13.927
BATCH_00322,69.76,14.06,177.32,2797.7,2.7551,57.96,0.9811,84.79,26.78,0.204,99.8,96.74,28.508,2.417
BATCH_00323,58.45,13.42,210.51,2683.6,2.8448,61.83,0.9392,540.08,21.62,0.1982,99.7,95.2,28.637,15.466
BATCH_00324,81.74,15.85,153.08,3191.8,2.8323,58.22,0.9232,172.8,22.83,0.131,97.09,90.97,28.966,5.005
BATCH_00325,56.95,12.49,160.94,2652.5,2.6823,50.03,0.9978,432.62,19.65,0.1824,99.8,97.09,27.288,11.805
BATCH_00326,55.29,13.84,205.91,2376.2,2.7238,49.16,0.9469,478.29,25.97,0.2603,99.8,95.56,29.275,14.002
BATCH_00327,74.26,10.32,165.11,2644.9,2.7348,48.7,0.9446,131.32,26.02,0.1668,99.8,94.93,25.64,3.367
BATCH_00328,71.33,11.73,202.51,2985.7,2.7221,47.32,0.9916,507.49,22.74,0.2818,99.8,95.25,29.086,14.761
BATCH_00329,69.99,13.89,222.49,3217.6,2.8097,54.37,0.9662,135.52,26.86,0.2446,99.8,97.72,33.074,4.482
BATCH_00330,70.03,14.2,169.96,2833.3,2.7548,55.29,0.937,450.06,16.57,0.2142,99.8,95.34,26.953,12.13
BATCH_00331,64.9,11.91,197.03,3195.5,2.7644,56.99,0.9902,471.0,21.17,0.221,99.8,95.88,31.097,14.647
BATCH_00332,57.82,12.36,151.16,2392.5,2.8206,56.56,0.9985,98.0,23.32,0.1623,99.8,95.55,24.98,2.448
BATCH_00333,65.61,9.46,198.87,2667.0,2.8112,49.97,0.9268,464.79,19.31,0.1889,99.8,94.77,25.811,11.997
BATCH_00334,59.58,11.79,184.99,2713.4,2.6764,50.62,0.9881,488.57,17.01,0.2576,99.8,95.26,29.356,14.343
BATCH_00335,72.8,14.28,191.83,2765.6,2.7928,56.59,0.9509,122.52,22.77,0.1758,99.8,94.7,27.976,3.428
BATCH_00336,63.82,13.65,163.86,2825.2,2.7371,50.94,0.9614,458.55,26.78,0.2433,99.69,96.96,28.78,13.197
BATCH_00337,58.4,13.5,138.47,3007.3,2.7089,48.61,0.9923,463.85,29.13,0.1462,99.8,96.1,27.548,12.778
BATCH_00338,62.43,12.6,192.58,2666.6,2.66,51.36,0.9969,451.49,21.81,0.1538,99.8,98.48,27.023,12.201
BATCH_00339,68.3,12.51,128.41,2841.7,2.7474,49.63,0.9407,384.1,26.93,0.2782,99.8,95.29,26.24,10.079
BATCH_00340,60.49,11.18,172.07,2786.5,2.7211,46.5,0.9368,103.13,26.55,0.2022,99.8,95.14,25.716,2.652
BATCH_00341,58.42,13.9,203.53,2522.2,2.7003,59.11,0.9264,471.01,28.87,0.1815,99.8,97.53,26.58,12.52
BATCH_00342,66.95,13.34,184.8,2765.9,2.7889,59.5,0.9644,99.17,22.6,0.258,99.8,97.06,28.242,2.801
BATCH_00343,66.96,13.48,228.71,2756.9,2.8039,48.74,0.9211,452.99,16.81,0.2538,99.8,96.38,30.811,13.957
BATCH_00344,60.94,11.45,205.63,2750.5,2.699,46.1,0.9525,445.45,24.28,0.2413,99.8,94.89,29.472,13.128
BATCH_00345,61.23,8.19,163.65,2809.5,2.6599,57.56,0.9258,421.14,19.94,0.1821,99.8,97.74,25.028,10.54
BATCH_00346,66.86,14.69,180.68,2822.7,2.8198,48.6,0.952,100.03,21.11,0.1939,99.8,95.93,29.497,2.951
BATCH_00347,53.42,11.54,178.82,2670.3,2.652,51.69,0.9232,149.27,22.8,0.2182,99.8,95.57,26.385,3.938
BATCH_00348,53.74,10.77,140.45,3181.8,2.8374,46.09,0.986,93.72,22.64,0.234,99.8,97.14,26.593,2.492
BATCH_00349,59.25,13.89,156.49,2449.2,2.7755,48.85,0.9366,102.68,24.57,0.1863,99.8,95.98,25.495,2.618
BATCH_00350,63.29,11.72,165.98,2583.7,2.7144,58.48,0.9459,451.88,26.81,0.214,99.8,94.83,25.293,11.429
BATCH_00351,67.49,14.62,129.09,3600.0,2.6993,58.67,0.9887,413.67,22.53,0.2183,99.8,96.04,29.596,12.243
BATCH_00352,76.8,13.73,181.19,2488.6,2.6518,48.52,0.979,397.09,25.58,0.2595,99.31,94.35,28.085,11.152
BATCH_00353,71.86,13.87,173.77,2393.9,2.6971,50.71,0.9373,576.88,24.06,0.2387,99.8,92.99,26.753,15.433
BATCH_00354,63.72,9.77,138.18,3020.3,2.6775,47.28,0.9257,409.16,27.74,0.1487,99.8,95.12,24.907,10.191
BATCH_00355,64.85,14.92,190.11,2176.9,2.7724,46.26,0.9765,436.66,23.25,0.2008,99.8,95.47,28.033,12.241
BATCH_00356,56.98,13.02,197.9,2729.4,2.6833,61.87,0.9509,483.27,23.68,0.1727,99.8,94.84,28.48,13.763
BATCH_00357,64.85,11.76,185.68,3443.7,2.7557,56.15,0.9805,476.24,22.5,0.233,98.97,96.58,29.779,14.182
BATCH_00358,62.69,12.79,171.9,2336.5,2.768,54.22,0.9552,483.44,23.35,0.2477,99.8,95.22,26.821,12.966
BATCH_00359,67.58,8.95,194.79,2205.4,2.7096,58.01,0.9473,440.08,20.87,0.2152,99.8,96.48,24.945,10.978
BATCH_00360,58.38,13.32,197.01,2350.2,2.657,59.28,0.9556,123.89,20.47,0.2009,99.8,94.77,27.923,3.459
BATCH_00361,69.15,10.44,187.69,3069.5,2.6575,58.71,0.9791,462.76,27.1,0.2148,99.51,96.91,29.128,13.479
BATCH_00362,77.26,9.79,159.38,3137.4,2.6553,45.28,0.9913,144.15,19.67,0.2209,99.8,93.64,27.544,3.971
BATCH_00363,64.13,9.46,186.92,2646.2,2.7978,48.18,0.9239,134.01,22.72,0.1874,99.62,93.66,26.214,3.513
BATCH_00364,68.21,14.73,209.89,3005.0,2.7136,56.13,0.9614,507.49,28.06,0.1647,99.8,97.24,33.351,16.926
BATCH_00365,70.52,11.24,165.08,3217.1,2.8093,51.39,0.9226,459.0,22.59,0.1319,99.8,95.14,26.947,12.369
BATCH_00366,61.79,15.57,232.45,3336.2,2.7363,61.7,0.957,459.3,27.31,0.265,99.8,97.76,34.523,15.857
BATCH_00367,66.79,11.43,166.86,2726.1,2.7406,56.31,0.9899,147.43,21.64,0.2346,99.8,96.56,27.642,4.075
BATCH_00368,65.1,9.09,180.81,2109.6,2.7526,61.26,0.9486,503.26,19.8,0.2297,99.8,96.79,23.932,12.044
BATCH_00369,65.78,10.27,163.19,2553.7,2.7926,48.42,0.9937,531.28,17.62,0.2663,99.8,97.05,26.187,13.913
BATCH_00370,58.82,14.97,185.58,2672.0,2.7047,59.69,0.9698,380.97,29.25,0.1659,99.79,96.11,29.166,11.111
BATCH_00371,65.2,12.19,136.44,2722.3,2.6743,50.46,0.9938,121.36,19.45,0.1472,99.8,96.12,26.268,3.188
BATCH_00372,68.98,11.4,166.35,2743.6,2.7612,61.82,0.9798,487.07,26.99,0.2324,99.8,97.28,26.078,12.702
BATCH_00373,76.61,12.82,152.7,3135.7,2.7154,47.68,0.9282,82.04,20.0,0.2292,99.8,95.34,29.579,2.427
BATCH_00374,72.67,13.5,183.38,3182.3,2.7385,53.78,0.9383,161.3,29.27,0.1487,99.8,95.27,31.004,5.001
BATCH_00375,82.23,14.73,204.86,2748.5,2.7794,58.48,0.9511,133.13,32.83,0.2328,96.81,93.12,29.64,3.946
BATCH_00376,58.86,15.4,196.15,3129.5,2.7488,52.35,0.9334,153.99,17.25,0.2028,99.8,93.89,32.36,4.983
BATCH_00377,71.98,11.78,120.71,2907.3,2.7741,52.96,0.9591,141.86,19.66,0.187,99.8,97.32,25.129,3.565
BATCH_00378,66.47,9.85,231.05,2819.4,2.7588,61.77,0.9572,119.71,27.09,0.2064,99.8,97.34,28.939,3.464
BATCH_00379,82.52,11.67,187.38,3072.0,2.798,52.23,0.9955,87.9,26.05,0.1225,96.71,93.59,27.168,2.388
BATCH_00380,58.53,13.02,160.59,2821.7,2.7912,55.27,0.9543,453.6,27.11,0.197,99.8,97.16,26.732,12.126
BATCH_00381,58.28,10.57,183.93,3417.3,2.7568,45.93,0.9821,473.54,21.7,0.1929,99.8,95.92,30.325,14.36
BATCH_00382,60.2,10.59,184.4,2368.5,2.7858,59.32,0.9944,154.64,31.95,0.2438,99.8,95.89,26.576,4.11
BATCH_00383,48.01,13.19,163.33,2645.4,2.8247,56.02,0.9893,104.51,24.47,0.2157,99.8,94.77,27.015,2.823
BATCH_00384,60.79,12.4,184.95,2762.0,2.7365,51.87,0.9365,49.54,19.13,0.248,99.49,97.75,29.176,1.445
BATCH_00385,58.93,12.57,164.81,2931.8,2.7326,45.27,0.9592,114.68,22.99,0.1209,99.8,95.51,28.212,3.235
BATCH_00386,66.2,10.98,169.89,3180.4,2.8028,55.06,0.9475,112.81,19.19,0.1898,99.47,96.34,28.431,3.207
BATCH_00387,67.73,12.04,162.84,2792.7,2.7665,45.22,0.9516,421.24,30.36,0.246,99.8,96.25,26.755,11.27
BATCH_00388,80.01,10.65,144.18,2373.3,2.6642,45.02,0.9485,133.21,21.36,0.2119,99.62,92.26,24.113,3.212
BATCH_00389,72.6,14.28,183.65,3052.8,2.8284,55.47,0.9853,422.38,25.97,0.2585,99.67,94.26,31.079,13.127
BATCH_00390,60.38,14.57,194.63,3026.5,2.6562,48.21,0.9557,144.76,22.12,0.153,99.8,96.01,31.142,4.508
BATCH_00391,57.81,8.81,192.87,2217.4,2.7997,48.26,0.9614,131.14,21.54,0.2548,99.8,95.55,25.56,3.352
BATCH_00392,68.94,10.64,200.5,2798.9,2.8018,56.11,0.9976,74.98,16.36,0.2005,99.8,95.91,27.109,2.033
BATCH_00393,54.44,9.51,188.11,2323.0,2.8406,45.91,0.9247,489.52,26.39,0.197,99.8,97.07,24.64,12.062
BATCH_00394,79.65,11.2,166.68,2600.6,2.6608,50.33,0.9585,459.93,29.2,0.2666,98.48,93.99,24.924,11.463
BATCH_00395,74.44,12.33,200.99,2529.2,2.7694,47.54,0.9812,441.25,20.34,0.2739,99.8,96.76,29.122,12.85
BATCH_00396,61.25,9.6,146.06,3042.8,2.7356,54.86,0.9319,129.2,17.82,0.2692,99.8,96.45,26.175,3.382
BATCH_00397,51.29,10.66,157.48,2835.0,2.7161,56.25,0.9683,128.99,27.21,0.3098,99.8,95.68,27.256,3.516
BATCH_00398,75.83,10.49,155.89,2414.3,2.6681,57.26,0.9389,411.92,17.42,0.2794,99.8,94.6,23.683,9.756
BATCH_00399,64.08,12.91,207.0,3064.0,2.7625,49.34,0.9885,60.42,28.88,0.1974,99.8,96.26,31.898,1.927
BATCH_00400,74.9,12.64,203.57,2369.9,2.7458,46.52,0.9458,114.01,20.38,0.2353,99.8,96.08,26.973,3.075
BATCH_00401,52.24,11.06,192.18,2899.0,2.6709,46.34,0.946,399.2,19.59,0.2157,99.8,96.92,29.124,11.626
BATCH_00402,60.2,12.85,206.8,2555.8,2.7725,52.24,0.9673,152.04,24.99,0.3117,99.8,95.85,29.539,4.491
BATCH_00403,65.04,11.41,158.02,2690.3,2.7976,61.08,0.9345,121.19,19.85,0.2752,99.8,95.7,26.383,3.197
BATCH_00404,65.38,11.96,188.71,2951.3,2.8035,48.7,0.9425,78.84,21.17,0.2239,99.8,95.77,28.857,2.275
BATCH_00405,61.4,15.85,176.87,2956.4,2.8311,49.36,0.9529,130.75,25.42,0.267,99.8,95.08,30.346,3.968
BATCH_00406,69.98,15.18,201.17,3201.1,2.7319,46.72,0.9479,99.9,14.28,0.1831,99.8,97.45,33.185,3.315
BATCH_00407,56.46,9.9,177.12,2775.3,2.8406,55.29,0.9615,89.58,30.57,0.2428,99.8,97.14,26.826,2.403
BATCH_00408,63.86,14.16,170.38,2891.9,2.8231,56.56,0.9674,422.29,24.17,0.1957,99.8,94.79,27.895,11.78
